WOK_ID,SDG_or_SDGplus,Target,Indikatorfamilie,Item,Definition,Einheit,Polarity,Rule_ID,Schwellen,Schwellenkategorie,Schwellenstatus,Grenzwertbasis,Benchmarkbedarf,Quelle_detail,Quellenfunktion,Quellenstatus,Source_IDs,NACE_Legacy,NACE_Version,NACE_Rev2.1,NACE_Status,Systemgrenze,Berechnungslogik,Datenqualitätsanforderung,Assurance_Anforderung,Fachlogik_Status,Prüfpriorität,Prüfhinweis,Version,Gültig_ab,Gültig_bis
WOK-E-125,SDG 6 – Wasser,6.3,Abwasserqualität,Abwasserqualität – Entnahme (WSI),Wasserentnahme × Wasserstressindex,m³*WSI,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,∑(m³ Standort × WRI‑Aqueduct‑Stressfaktor).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-E-126,SDG 6 – Wasser,6.3,Abwasserqualität,Abwasserqualität – Reuse,Anteil wiederverwendetes Prozesswasser,%,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Anteil Proben > Grenzwert im Berichtszeitraum.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-127,SDG 6 – Wasser,6.3,Abwasserqualität,Abwasserqualität – Abwasserqualität,Messwert in Prozent des jeweils anwendbaren Rechts- oder Genehmigungsgrenzwerts,% des Grenzwerts,lower_is_better,R12,≤50% Grenzwert:+3; ≤75%:+2; ≤100%:0; 101–120%:‑2; >120%:‑3,Rechts-/Genehmigungsgrenze,Rechtsfundstelle je Fall erforderlich,Jeweils anwendbare Rechtsnorm/Genehmigung,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Berichtsrahmen; konkrete Rechts- oder Genehmigungsfundstelle je Fall erforderlich,Teilbelegt – Rechtsfundstelle je Messung fehlt,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,"Grenzwertquote = Messwert / anwendbarer Grenzwert × 100; Fundstelle, Einheit, Messpunkt und Zeitraum nachweisen.","Kalibrierter Messwert; Rechtsfundstelle, Grenzwert, Einheit, Messpunkt und Zeitraum",Behördlicher/akkreditierter Nachweis oder unabhängige Prüfung,Prüfung/Parametrisierung erforderlich,Hoch,"Nicht der absolute Messwert, sondern Messwert ÷ Grenzwert × 100 wird bewertet.",v1.4,2026-08-16,
WOK-E-128,SDG 6 – Wasser,6.5,Wasser‑Reuse/Closed Loop,Wasser‑Reuse/Closed Loop – Entnahme (WSI),Wasserentnahme × Wasserstressindex,m³*WSI,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,∑(m³ Standort × WRI‑Aqueduct‑Stressfaktor).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-E-129,SDG 6 – Wasser,6.5,Wasser‑Reuse/Closed Loop,Wasser‑Reuse/Closed Loop – Reuse,Anteil wiederverwendetes Prozesswasser,%,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-130,SDG 6 – Wasser,6.5,Wasser‑Reuse/Closed Loop,Wasser‑Reuse/Closed Loop – Abwasserqualität,Messwert in Prozent des jeweils anwendbaren Rechts- oder Genehmigungsgrenzwerts,% des Grenzwerts,lower_is_better,R12,≤50% Grenzwert:+3; ≤75%:+2; ≤100%:0; 101–120%:‑2; >120%:‑3,Rechts-/Genehmigungsgrenze,Rechtsfundstelle je Fall erforderlich,Jeweils anwendbare Rechtsnorm/Genehmigung,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Berichtsrahmen; konkrete Rechts- oder Genehmigungsfundstelle je Fall erforderlich,Teilbelegt – Rechtsfundstelle je Messung fehlt,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,"Grenzwertquote = Messwert / anwendbarer Grenzwert × 100; Fundstelle, Einheit, Messpunkt und Zeitraum nachweisen.","Kalibrierter Messwert; Rechtsfundstelle, Grenzwert, Einheit, Messpunkt und Zeitraum",Behördlicher/akkreditierter Nachweis oder unabhängige Prüfung,Prüfung/Parametrisierung erforderlich,Hoch,"Nicht der absolute Messwert, sondern Messwert ÷ Grenzwert × 100 wird bewertet.",v1.4,2026-08-16,
WOK-SC-110,SDG 6 – Wasser,6.4,Wasser in Lieferkette,Wasser in Lieferkette – ESG‑Spend‑Coverage,Anteil verifizierter ESG‑Daten am Spend,%,higher_is_better,R26,≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-DD; ILO-CORE,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SC-111,SDG 6 – Wasser,6.4,Wasser in Lieferkette,Wasser in Lieferkette – Kinder/Zwangsarbeit,Audits ohne Verstöße,% Lieferanten,higher_is_better,R28,≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-DD; ILO-CORE,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SC-112,SDG 6 – Wasser,6.4,Wasser in Lieferkette,Wasser in Lieferkette – Scope‑3 Daten,Primärdaten‑Abdeckung,% Kategorien,higher_is_better,R23,≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-RE-107,SDG 6 – Wasser,6.4,Wasser‑Effizienz Gebäude,Wasser‑Effizienz Gebäude – Betriebsenergie,Endenergiebedarf,kWh/m²a,lower_is_better,R05,Top 15%:+3; +15–30%:+2; +31–60%:0; >+60%:‑2/‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-EPBD; CEN-15978,L68 Immobilien; F41/F42 Bau,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Gebäude/Standort; Betrieb plus relevante Lebenszyklusmodule,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,Die Grenze >+60 % ist derzeit nicht eindeutig in −2/−3 aufgelöst.,v1.4,2026-08-16,
WOK-RE-108,SDG 6 – Wasser,6.4,Wasser‑Effizienz Gebäude,Wasser‑Effizienz Gebäude – Graue Emissionen,Embodied Carbon (A1–A3),kg CO₂e/m²,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,CEN-15978; ISO-14067,L68 Immobilien; F41/F42 Bau,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Gebäude/Standort; Betrieb plus relevante Lebenszyklusmodule,Embodied Carbon gem. EN 15978 (A1–A3 ggf. A4–A5); kg CO₂e/m².,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-RE-109,SDG 6 – Wasser,6.4,Wasser‑Effizienz Gebäude,Wasser‑Effizienz Gebäude – ÖPNV‑Erreichbarkeit,Transit‑Score,0–1,higher_is_better,R14,"≥0,8:+3; 0,6–0,79:+2; 0,4–0,59:0; 0,2–0,39:‑2; <0,2:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD","Lokale Primärdaten; Datenhalter, Layer, Zeitraum und Methodik je Fall ergänzen",Platzhalter – konkrete Datenquelle fehlt,DATA-GIS,L68 Immobilien; F41/F42 Bau,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Gebäude/Standort; Betrieb plus relevante Lebenszyklusmodule,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,"Primärdaten oder qualitätsgesicherte Sekundärdaten; Methode, Zeitraum und Systemgrenze dokumentieren",Limited Assurance; bei materieller Steuerwirkung risikobasiert vertiefen,Produktspezifische bzw. lokale Prüfung erforderlich,Hoch,"Konkreten Datenhalter, GIS-Layer, Stichtag und Methodik ergänzen. Vollständige fünfstufige numerische Regel.",v1.4,2026-08-16,
WOK-P-110,SDG 6 – Wasser,6.4,Wasser‑Intensität Produkte,Wasser‑Intensität Produkte – PCF,CO₂‑Fußabdruck pro Einheit,kg CO₂e/Einheit,lower_is_better,R07,Top‑10%:+3; ±Benchmark:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Produktgruppe/Region/Technologie,Ja,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,ISO-14067; EU-ESRS; GRI; EU-WEEE; DE-VERPACKG; EU-PPWR,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Produkt/Funktionseinheit; Lebenszyklusgrenze mindestens cradle-to-gate, bei Nutzungs-/End-of-Life-Relevanz cradle-to-grave",PCF gemäß ISO 14067/PEF; Well‑to‑Gate + Nutzung falls zutreffend.,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,Produktspezifische Referenzpopulation erforderlich.,v1.4,2026-08-16,
WOK-P-111,SDG 6 – Wasser,6.4,Wasser‑Intensität Produkte,Wasser‑Intensität Produkte – Reparierbarkeit,Reparierbarkeitsindex,Score 0–10,higher_is_better,R24,"≥8:+3; 6–7,9:+2; 4–5,9:0; 2–3,9:‑2; <2:‑3",Produktspezifische Indexkalibrierung,Indexsystem und Produktgruppe müssen ausgewiesen werden,FR-/EU-Reparierbarkeitssystem je Produktgruppe,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Produktspezifischer Rechts-/Indexrahmen; System und Produktgruppe explizit auswählen,Teilbelegt – produktspezifisch zu validieren,FR-REPAIR; EU-REPAIR; EU-ESPR,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Produkt/Funktionseinheit; Lebenszyklusgrenze mindestens cradle-to-gate, bei Nutzungs-/End-of-Life-Relevanz cradle-to-grave","EU/FR‑Reparierbarkeitsindex: Zerlegbarkeit, Ersatzteile, Doku.","Primärdaten oder qualitätsgesicherte Sekundärdaten; Methode, Zeitraum und Systemgrenze dokumentieren",Limited Assurance; bei materieller Steuerwirkung risikobasiert vertiefen,Produktspezifische bzw. lokale Prüfung erforderlich,Hoch,"Indexsystem, Produktgruppe und Rechtsstand festlegen. Französischer Index und EU-Score sind nicht pauschal austauschbar.",v1.4,2026-08-16,
WOK-P-112,SDG 6 – Wasser,6.4,Wasser‑Intensität Produkte,Wasser‑Intensität Produkte – Rücknahme/Recycling,Rücknahme‑/Recyclingquote,%,higher_is_better,R22,≥70:+3; 50–69:+2; 30–49:0; 15–29:‑2; <15:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; EU-WEEE; DE-VERPACKG; EU-PPWR,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Produkt/Funktionseinheit; Lebenszyklusgrenze mindestens cradle-to-gate, bei Nutzungs-/End-of-Life-Relevanz cradle-to-grave",Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-E-131,SDG 6 – Wasser,6.3,Chemikalien in Wasser,Chemikalien in Wasser – Entnahme (WSI),Wasserentnahme × Wasserstressindex,m³*WSI,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,∑(m³ Standort × WRI‑Aqueduct‑Stressfaktor).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-E-132,SDG 6 – Wasser,6.3,Chemikalien in Wasser,Chemikalien in Wasser – Reuse,Anteil wiederverwendetes Prozesswasser,%,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-133,SDG 6 – Wasser,6.3,Chemikalien in Wasser,Chemikalien in Wasser – Abwasserqualität,Messwert in Prozent des jeweils anwendbaren Rechts- oder Genehmigungsgrenzwerts,% des Grenzwerts,lower_is_better,R12,≤50% Grenzwert:+3; ≤75%:+2; ≤100%:0; 101–120%:‑2; >120%:‑3,Rechts-/Genehmigungsgrenze,Rechtsfundstelle je Fall erforderlich,Jeweils anwendbare Rechtsnorm/Genehmigung,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Berichtsrahmen; konkrete Rechts- oder Genehmigungsfundstelle je Fall erforderlich,Teilbelegt – Rechtsfundstelle je Messung fehlt,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,"Grenzwertquote = Messwert / anwendbarer Grenzwert × 100; Fundstelle, Einheit, Messpunkt und Zeitraum nachweisen.","Kalibrierter Messwert; Rechtsfundstelle, Grenzwert, Einheit, Messpunkt und Zeitraum",Behördlicher/akkreditierter Nachweis oder unabhängige Prüfung,Prüfung/Parametrisierung erforderlich,Hoch,"Nicht der absolute Messwert, sondern Messwert ÷ Grenzwert × 100 wird bewertet.",v1.4,2026-08-16,
WOK-E-134,SDG 6 – Wasser,6.b,Grundwasser/Entnahme‑Reporting,Grundwasser/Entnahme‑Reporting – Entnahme (WSI),Wasserentnahme × Wasserstressindex,m³*WSI,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,∑(m³ Standort × WRI‑Aqueduct‑Stressfaktor).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-E-135,SDG 6 – Wasser,6.b,Grundwasser/Entnahme‑Reporting,Grundwasser/Entnahme‑Reporting – Reuse,Anteil wiederverwendetes Prozesswasser,%,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-136,SDG 6 – Wasser,6.b,Grundwasser/Entnahme‑Reporting,Grundwasser/Entnahme‑Reporting – Abwasserqualität,Messwert in Prozent des jeweils anwendbaren Rechts- oder Genehmigungsgrenzwerts,% des Grenzwerts,lower_is_better,R12,≤50% Grenzwert:+3; ≤75%:+2; ≤100%:0; 101–120%:‑2; >120%:‑3,Rechts-/Genehmigungsgrenze,Rechtsfundstelle je Fall erforderlich,Jeweils anwendbare Rechtsnorm/Genehmigung,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Berichtsrahmen; konkrete Rechts- oder Genehmigungsfundstelle je Fall erforderlich,Teilbelegt – Rechtsfundstelle je Messung fehlt,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,"Grenzwertquote = Messwert / anwendbarer Grenzwert × 100; Fundstelle, Einheit, Messpunkt und Zeitraum nachweisen.","Kalibrierter Messwert; Rechtsfundstelle, Grenzwert, Einheit, Messpunkt und Zeitraum",Behördlicher/akkreditierter Nachweis oder unabhängige Prüfung,Prüfung/Parametrisierung erforderlich,Hoch,"Nicht der absolute Messwert, sondern Messwert ÷ Grenzwert × 100 wird bewertet.",v1.4,2026-08-16,
